Ticker,Entry Time,Exit Time,Side,Entry Price,Exit Price,PNL,Exit Reason
OLAELEC,2025-08-28 09:25:00,2025-08-28 09:49:00,LONG,51.7,52.25,1063.7,Trailing Stop
OLAELEC,2025-08-28 09:50:00,2025-08-28 09:57:00,LONG,52.34,52.06,-534.8,Stop Loss
OLAELEC,2025-08-28 09:58:00,2025-08-28 10:39:00,LONG,52.07,53.12,2016.0,Target Hit
OLAELEC,2025-08-28 10:40:00,2025-08-28 10:56:00,LONG,53.44,54.51,2001.97,Target Hit
OLAELEC,2025-08-28 10:57:00,2025-08-28 11:06:00,LONG,54.54,54.92,696.54,Trailing Stop
OLAELEC,2025-08-28 11:07:00,2025-08-28 11:12:00,LONG,55.23,54.83,-724.0,Stop Loss
OLAELEC,2025-08-28 11:13:00,2025-08-28 12:00:00,LONG,55.09,54.62,-853.05,Stop Loss
OLAELEC,2025-08-28 12:01:00,2025-08-28 12:03:00,LONG,54.76,54.41,-639.1,Stop Loss
OLAELEC,2025-08-28 12:04:00,2025-08-28 12:53:00,LONG,54.55,55.88,2437.89,Target Hit
OLAELEC,2025-08-28 12:54:00,2025-08-28 12:57:00,LONG,56.0,55.7,-535.5,Stop Loss
OLAELEC,2025-08-28 12:58:00,2025-08-28 13:00:00,LONG,55.85,55.51,-608.6,Stop Loss
OLAELEC,2025-08-28 13:01:00,2025-08-28 13:04:00,LONG,55.55,55.13,-756.0,Stop Loss
OLAELEC,2025-08-28 13:05:00,2025-08-28 14:04:00,LONG,55.22,55.74,941.2,Trailing Stop
OLAELEC,2025-08-28 14:05:00,2025-08-28 14:41:00,LONG,55.75,55.25,-896.5,Stop Loss
OLAELEC,2025-08-28 14:42:00,2025-08-28 14:49:00,LONG,55.45,54.95,-901.5,Stop Loss
OLAELEC,2025-08-28 14:50:00,2025-08-28 14:52:00,LONG,55.18,54.69,-887.88,Stop Loss
OLAELEC,2025-08-28 14:53:00,2025-08-28 14:55:00,LONG,54.94,54.59,-637.0,Stop Loss
HEROMOTOCO,2025-08-28 09:25:00,2025-08-28 13:37:00,LONG,5151.6,5123.7,-530.1,Stop Loss
